               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  71,            0.013681,           0.0060428,                   0,             0.91587,             0.85383,             0.90462,             0.73149,            0.014769,            0.004747,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.013463,           0.0057711,                   0,             0.90992,             0.83878,             0.89556,             0.72833,            0.014603,           0.0050809,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.012916,           0.0055008,                   0,             0.92865,             0.83224,             0.89769,             0.73103,             0.01492,           0.0051707,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.013234,           0.0055522,                   0,             0.94211,             0.81541,             0.89881,             0.74229,            0.014488,           0.0052297,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.012449,           0.0053489,                   0,             0.93254,             0.84322,             0.90328,              0.7466,             0.01418,           0.0050792,                   0,            0.002674,            0.002674,            0.002674
                  76,             0.01238,           0.0052359,                   0,             0.94047,             0.82611,             0.90565,             0.74031,            0.014711,           0.0051412,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.012743,           0.0054389,                   0,             0.93208,             0.83717,             0.90637,             0.73942,            0.014467,            0.005232,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.012388,           0.0053225,                   0,              0.9289,             0.85387,             0.91237,              0.7431,            0.014483,           0.0051801,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.011841,           0.0052432,                   0,             0.94633,             0.84508,              0.9203,             0.75263,            0.014495,            0.005041,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.012548,           0.0052672,                   0,             0.92621,             0.85403,             0.91049,             0.74147,            0.014769,           0.0053438,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.011842,           0.0049812,                   0,             0.92976,             0.84532,             0.90286,             0.73678,            0.014512,           0.0054526,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.012372,           0.0048851,                   0,             0.92591,             0.85403,             0.90895,             0.74403,            0.014531,            0.005192,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.012394,           0.0051155,                   0,             0.92956,             0.83007,             0.90405,             0.74199,            0.014464,           0.0054573,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.011774,           0.0048359,                   0,             0.93574,             0.85621,             0.91403,             0.75398,            0.014406,           0.0052607,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.011052,           0.0049282,                   0,             0.92744,             0.86331,             0.91666,             0.75247,            0.014301,            0.005012,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.011195,           0.0051422,                   0,             0.94287,             0.86275,             0.91701,             0.75149,            0.014392,           0.0050688,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.011216,           0.0051069,                   0,             0.92473,             0.85647,              0.9068,             0.74489,            0.014417,           0.0053786,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.010426,           0.0045128,                   0,             0.93563,             0.85185,             0.90928,             0.74816,            0.014563,           0.0052688,                   0,            0.001387,            0.001387,            0.001387
